"County","FIPS","Region","Definition","Strata","Race","Year","Mean","LL95","UL95","Numerator","Denominator"
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","AIAN","2006-2010",83.1,74.9978723404255,25.0021276595745,1085,1306
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","Asian","2006-2010",51.9,47.7297872340425,52.2702127659575,6209,11961
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","Latino","2006-2010",91.4,90.5659574468085,9.43404255319149,79189,86622
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","Multiple","2006-2010",66.4,59.9659574468085,40.0340425531915,2098,3161
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","Total","2006-2010",69,68.2851063829787,31.7148936170213,176434,255722
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","White","2006-2010",56.8,55.7276595744681,44.2723404255319,83489,146992
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","AfricanAm","2011-2015",73.6,68.9531914893617,31.0468085106383,3608,4903
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","AIAN","2011-2015",84.8,76.3404255319149,23.6595744680851,1040,1226
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","Asian","2011-2015",51.8,47.7489361702128,52.2510638297872,6630,12800
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","Latino","2011-2015",90.8,89.9659574468085,10.0340425531915,90555,99698
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","Multiple","2011-2015",62.4,56.0851063829787,43.9148936170213,2526,4047
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","NHOPI","2011-2015",78.4,66.6042553191489,33.3957446808511,409,522
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","Total","2011-2015",67.8,67.0851063829787,32.9148936170213,181793,268017
"Santa Barbara",6083,"Central Coast","Percent of adults with less than college education","none","White","2011-2015",53.2,52.2468085106383,47.7531914893617,76883,144554
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2000",70,NA,NA,19370,27659
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","AIAN","2000",77.4,NA,NA,2830,3656
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Asian","2000",48.6,NA,NA,139738,287412
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Latino","2000",89,NA,NA,188576,211908
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Multiple","2000",63.6,NA,NA,17144,26962
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","NHOPI","2000",82.2,NA,NA,2602,3166
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Other","2000",57.1,NA,NA,997,1747
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Total","2000",59.5,NA,NA,662519,1113058
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","White","2000",52.9,NA,NA,291262,550548
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2006-2010",70.2,67.6978723404255,32.3021276595745,19645,27979
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","AIAN","2006-2010",80.8,74.9617021276596,25.0382978723404,2529,3130
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Asian","2006-2010",40.9,40.0659574468085,59.9340425531915,154083,377100
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Latino","2006-2010",86.1,85.3851063829787,14.6148936170213,215106,249890
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Multiple","2006-2010",57.2,53.863829787234,46.136170212766,9384,16407
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","NHOPI","2006-2010",83.1,77.5,22.5,3338,4019
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Other","2006-2010",42.7,34.2404255319149,65.7595744680851,1568,3675
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Total","2006-2010",54.7,54.2234042553192,45.7765957446808,636012,1161850
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","White","2006-2010",48,47.4042553191489,52.5957446808511,230359,479650
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2011-2015",66.7,64.5553191489362,35.4446808510638,20138,30178
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","AIAN","2011-2015",75.3,68.8659574468085,31.1340425531915,1654,2196
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Asian","2011-2015",38,37.5234042553192,62.4765957446808,168815,444171
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Latino","2011-2015",85.3,84.5851063829787,15.4148936170213,239547,280968
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Multiple","2011-2015",48.5,45.9978723404255,54.0021276595745,12311,25366
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","NHOPI","2011-2015",81.5,75.1851063829787,24.8148936170213,3384,4150
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Other","2011-2015",48.4,37.5574468085106,62.4425531914894,873,1803
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","Total","2011-2015",52.1,51.7425531914894,48.2574468085106,660400,1268629
"Santa Clara",6085,"Bay Area","Percent of adults with less than college education","none","White","2011-2015",44.5,43.9042553191489,56.0957446808511,213678,479797
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","AfricanAm","2000",75.4,NA,NA,1028,1363
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","AIAN","2000",74.8,NA,NA,630,842
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Asian","2000",57.3,NA,NA,2981,5200
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Latino","2000",90.7,NA,NA,30563,33685
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Multiple","2000",67.1,NA,NA,2522,3756
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Other","2000",38.7,NA,NA,145,375
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Total","2000",65.8,NA,NA,108599,164999
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","White","2000",59,NA,NA,70527,119547
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","AfricanAm","2006-2010",69.9,58.5808510638298,41.4191489361702,1096,1567
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Asian","2006-2010",47.9,42.8957446808511,57.1042553191489,2998,6264
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Latino","2006-2010",88.9,87.1127659574468,12.8872340425532,35974,40478
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Multiple","2006-2010",64,56.3744680851064,43.6255319148936,1636,2557
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Total","2006-2010",62.7,61.6276595744681,38.3723404255319,103668,165318
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","White","2006-2010",53.9,52.4702127659574,47.5297872340426,61025,113294
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","AfricanAm","2011-2015",56.1,42.2787234042553,57.7212765957447,841,1498
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Asian","2011-2015",43.3,37.5808510638298,62.4191489361702,2935,6785
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Latino","2011-2015",88.7,87.2702127659574,12.7297872340426,40980,46195
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Multiple","2011-2015",59.7,53.1468085106383,46.8531914893617,2176,3642
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","Total","2011-2015",61.8,60.7276595744681,39.2723404255319,107394,173902
"Santa Cruz",6087,"Central Coast","Percent of adults with less than college education","none","White","2011-2015",52.1,50.6702127659575,49.3297872340425,59922,115011
"Shasta",6089,"North","Percent of adults with less than college education","none","AfricanAm","2000",87.3,NA,NA,370,424
"Shasta",6089,"North","Percent of adults with less than college education","none","AIAN","2000",94.3,NA,NA,1850,1961
"Shasta",6089,"North","Percent of adults with less than college education","none","Asian","2000",81.5,NA,NA,1394,1711
"Shasta",6089,"North","Percent of adults with less than college education","none","Latino","2000",89.2,NA,NA,3713,4164
"Shasta",6089,"North","Percent of adults with less than college education","none","Multiple","2000",88.2,NA,NA,2330,2642
"Shasta",6089,"North","Percent of adults with less than college education","none","Total","2000",83.4,NA,NA,89464,107272
"Shasta",6089,"North","Percent of adults with less than college education","none","White","2000",82.8,NA,NA,79592,96115
"Shasta",6089,"North","Percent of adults with less than college education","none","AfricanAm","2006-2010",78.8,67.7191489361702,32.2808510638298,626,794
"Shasta",6089,"North","Percent of adults with less than college education","none","AIAN","2006-2010",89.1,83.3808510638298,16.6191489361702,2087,2342
"Shasta",6089,"North","Percent of adults with less than college education","none","Asian","2006-2010",64.8,57.4127659574468,42.5872340425532,1710,2639
"Shasta",6089,"North","Percent of adults with less than college education","none","Latino","2006-2010",86.6,83.3829787234042,16.6170212765958,6087,7030
"Shasta",6089,"North","Percent of adults with less than college education","none","Multiple","2006-2010",87.6,81.5234042553192,18.4765957446808,2344,2677
"Shasta",6089,"North","Percent of adults with less than college education","none","Total","2006-2010",80,79.0468085106383,20.9531914893617,96024,120092
"Shasta",6089,"North","Percent of adults with less than college education","none","White","2006-2010",79.5,78.4276595744681,21.5723404255319,82943,104345
"Shasta",6089,"North","Percent of adults with less than college education","none","AfricanAm","2011-2015",83.8,71.2893617021276,28.7106382978724,893,1065
"Shasta",6089,"North","Percent of adults with less than college education","none","AIAN","2011-2015",90.6,86.3106382978723,13.6893617021277,2191,2419
"Shasta",6089,"North","Percent of adults with less than college education","none","Asian","2011-2015",67.5,60.7085106382979,39.2914893617021,1896,2808
"Shasta",6089,"North","Percent of adults with less than college education","none","Latino","2011-2015",86,82.7829787234042,17.2170212765958,7337,8534
"Shasta",6089,"North","Percent of adults with less than college education","none","Multiple","2011-2015",84.9,79.4191489361702,20.5808510638298,2616,3083
"Shasta",6089,"North","Percent of adults with less than college education","none","Total","2011-2015",80.4,79.5659574468085,20.4340425531915,100002,124396
"Shasta",6089,"North","Percent of adults with less than college education","none","White","2011-2015",79.9,79.0659574468085,20.9340425531915,84812,106190
"Sierra",6091,"North Sierra","Percent of adults with less than college education","none","Latino","2000",94.1,NA,NA,95,101
"Sierra",6091,"North Sierra","Percent of adults with less than college education","none","Total","2000",82.8,NA,NA,2104,2540
"Sierra",6091,"North Sierra","Percent of adults with less than college education","none","White","2000",82,NA,NA,1923,2344
"Sierra",6091,"North Sierra","Percent of adults with less than college education","none","Total","2006-2010",77,69.8510638297872,30.1489361702128,2004,2602
"Sierra",6091,"North Sierra","Percent of adults with less than college education","none","White","2006-2010",76.1,68.236170212766,31.763829787234,1807,2375
"Sierra",6091,"North Sierra","Percent of adults with less than college education","none","Total","2011-2015",81.1,74.4276595744681,25.5723404255319,1976,2435
"Sierra",6091,"North Sierra","Percent of adults with less than college education","none","White","2011-2015",79.4,71.8936170212766,28.1063829787234,1735,2184
"Siskiyou",6093,"North","Percent of adults with less than college education","none","AfricanAm","2000",95.8,NA,NA,298,311
"Siskiyou",6093,"North","Percent of adults with less than college education","none","AIAN","2000",92.5,NA,NA,776,839
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Asian","2000",86.7,NA,NA,248,286
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Latino","2000",93.3,NA,NA,1470,1576
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Multiple","2000",91.3,NA,NA,658,721
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Total","2000",82.3,NA,NA,25237,30682
"Siskiyou",6093,"North","Percent of adults with less than college education","none","White","2000",80.8,NA,NA,21695,26850
"Siskiyou",6093,"North","Percent of adults with less than college education","none","AIAN","2006-2010",92.5,86.9,13.1,751,812
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Asian","2006-2010",58.9,44.8404255319149,55.1595744680851,245,416
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Latino","2006-2010",85.2,79.0042553191489,20.9957446808511,1996,2342
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Multiple","2006-2010",77.5,68.563829787234,31.436170212766,792,1022
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Total","2006-2010",77.4,75.6127659574468,24.3872340425532,24860,32115
"Siskiyou",6093,"North","Percent of adults with less than college education","none","White","2006-2010",76.5,74.4744680851064,25.5255319148936,20715,27094
"Siskiyou",6093,"North","Percent of adults with less than college education","none","AfricanAm","2011-2015",90,80.9446808510638,19.0553191489362,478,531
"Siskiyou",6093,"North","Percent of adults with less than college education","none","AIAN","2011-2015",94.8,91.9404255319149,8.0595744680851,730,770
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Asian","2011-2015",54,38.868085106383,61.131914893617,250,463
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Latino","2011-2015",88,83.8297872340425,16.1702127659575,2357,2679
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Multiple","2011-2015",80.8,74.2468085106383,25.7531914893617,815,1009
"Siskiyou",6093,"North","Percent of adults with less than college education","none","Total","2011-2015",77.3,75.7510638297872,24.2489361702128,24611,31835
"Siskiyou",6093,"North","Percent of adults with less than college education","none","White","2011-2015",75.7,73.9127659574468,26.0872340425532,19927,26329
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2000",85.5,NA,NA,28586,33443
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","AIAN","2000",91.9,NA,NA,1541,1676
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Asian","2000",67.3,NA,NA,21445,31873
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Latino","2000",90.2,NA,NA,31480,34890
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Multiple","2000",80.9,NA,NA,6716,8298
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","NHOPI","2000",91,NA,NA,1684,1851
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Other","2000",74.9,NA,NA,295,394
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Total","2000",78.6,NA,NA,193773,246488
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","White","2000",76.1,NA,NA,102026,134063
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2006-2010",80.9,79.231914893617,20.768085106383,30757,38017
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","AIAN","2006-2010",84,75.3021276595745,24.6978723404255,1125,1339
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Asian","2006-2010",62.7,60.5553191489362,39.4446808510638,25614,40820
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Latino","2006-2010",89.5,88.3085106382979,11.6914893617021,44118,49298
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Multiple","2006-2010",83.7,80.0063829787234,19.9936170212766,6148,7343
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","NHOPI","2006-2010",89.3,83.1042553191489,16.8957446808511,2068,2317
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Other","2006-2010",84.7,76.1212765957447,23.8787234042553,1108,1308
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Total","2006-2010",76,75.2851063829787,24.7148936170213,202383,266344
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","White","2006-2010",72.6,71.5276595744681,28.4723404255319,91445,125902
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2011-2015",83.5,82.0702127659574,17.9297872340426,32906,39419
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","AIAN","2011-2015",73.6,61.3276595744681,38.6723404255319,728,989
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Asian","2011-2015",60.1,57.7170212765957,42.2829787234043,27505,45732
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Latino","2011-2015",88.7,87.5085106382979,12.4914893617021,51163,57678
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Multiple","2011-2015",76.4,72.9446808510638,27.0553191489362,7238,9473
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","NHOPI","2011-2015",78.5,71.5893617021277,28.4106382978723,1933,2463
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Other","2011-2015",57.8,44.2170212765958,55.7829787234042,457,790
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","Total","2011-2015",75.1,74.3851063829787,25.6148936170213,213777,284771
"Solano",6095,"Bay Area","Percent of adults with less than college education","none","White","2011-2015",71.6,70.5276595744681,29.4723404255319,91847,128227
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2000",78.3,NA,NA,2940,3757
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","AIAN","2000",88.9,NA,NA,2047,2303
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Asian","2000",63.9,NA,NA,5862,9174
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Latino","2000",90.4,NA,NA,35095,38807
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Multiple","2000",78.2,NA,NA,5107,6534
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","NHOPI","2000",73.7,NA,NA,316,429
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Other","2000",68.2,NA,NA,478,701
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Total","2000",71.5,NA,NA,219071,306564
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","White","2000",68.3,NA,NA,167226,244859
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2006-2010",76.5,69.5893617021277,30.4106382978723,3278,4283
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","AIAN","2006-2010",85.2,78.8851063829787,21.1148936170213,2360,2771
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Asian","2006-2010",56.6,51.8340425531915,48.1659574468085,7081,12510
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Latino","2006-2010",90.1,89.0276595744681,10.9723404255319,51829,57523
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Multiple","2006-2010",70.4,64.6808510638298,35.3191489361702,3288,4673
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","NHOPI","2006-2010",89.9,79.7723404255319,20.2276595744681,873,971
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Other","2006-2010",72.1,52.9170212765957,47.0829787234043,276,383
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Total","2006-2010",68.5,67.6659574468085,32.3340425531915,221043,322558
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","White","2006-2010",63.5,62.5468085106383,37.4531914893617,152058,239444
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","AfricanAm","2011-2015",76.2,69.8851063829787,30.1148936170213,3471,4555
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","AIAN","2011-2015",82.2,74.4553191489362,25.5446808510638,1367,1664
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Asian","2011-2015",56.5,52.2106382978723,47.7893617021277,7831,13854
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Latino","2011-2015",88.9,87.8276595744681,12.1723404255319,61050,68662
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Multiple","2011-2015",70.4,65.6340425531915,34.3659574468085,5378,7643
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","NHOPI","2011-2015",85.7,73.3085106382979,26.6914893617021,895,1044
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Other","2011-2015",70.1,54.4914893617021,45.5085106382979,439,626
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","Total","2011-2015",67.1,66.3851063829787,33.6148936170213,232299,346159
"Sonoma",6097,"Bay Area","Percent of adults with less than college education","none","White","2011-2015",61.2,60.3659574468085,39.6340425531915,151868,248111
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","AfricanAm","2000",84.7,NA,NA,4541,5362
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2000",91.2,NA,NA,2050,2247
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Asian","2000",77.3,NA,NA,7612,9849
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Latino","2000",94.9,NA,NA,62449,65832
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Multiple","2000",89.6,NA,NA,7964,8886
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","NHOPI","2000",93.1,NA,NA,837,899
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Other","2000",83.7,NA,NA,416,497
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Total","2000",85.9,NA,NA,227399,264578
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","White","2000",82.8,NA,NA,141530,171006
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","AfricanAm","2006-2010",82.8,77.9148936170213,22.0851063829787,6201,7491
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2006-2010",91.8,86.5574468085106,13.4425531914894,2094,2281
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Asian","2006-2010",70.6,67.1446808510638,32.8553191489362,11742,16632
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Latino","2006-2010",93.3,92.5851063829787,7.41489361702128,95025,101851
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Multiple","2006-2010",84.2,80.0297872340425,19.9702127659575,4050,4809
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","NHOPI","2006-2010",91.1,85.9765957446809,14.0234042553191,1734,1904
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Total","2006-2010",83.7,82.9851063829787,17.0148936170213,257979,308072
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","White","2006-2010",79.2,78.2468085106383,21.7531914893617,136830,172761
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","AfricanAm","2011-2015",84.8,80.0340425531915,19.9659574468085,6825,8044
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2011-2015",93.1,88.2148936170213,11.7851063829787,1632,1753
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Asian","2011-2015",69.2,65.6255319148936,34.3744680851064,12845,18556
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Latino","2011-2015",92.4,91.5659574468085,8.43404255319149,109631,118654
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Multiple","2011-2015",83.2,78.7914893617021,21.2085106382979,5317,6392
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","NHOPI","2011-2015",92.1,84.5936170212766,15.4063829787234,2367,2569
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Other","2011-2015",73.1,49.6276595744681,50.3723404255319,372,509
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","Total","2011-2015",83.5,82.9042553191489,17.0957446808511,273590,327571
"Stanislaus",6099,"Northern Central Valley","Percent of adults with less than college education","none","White","2011-2015",78.7,77.8659574468085,22.1340425531915,134601,171094
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","AfricanAm","2000",87.2,NA,NA,821,941
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2000",86.3,NA,NA,440,510
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Asian","2000",80.6,NA,NA,4316,5354
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Latino","2000",94.7,NA,NA,7889,8333
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Multiple","2000",86.4,NA,NA,1222,1414
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Total","2000",84.7,NA,NA,41569,49071
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","White","2000",82.7,NA,NA,26726,32314
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","AfricanAm","2006-2010",62.7,50.0702127659574,49.9297872340426,685,1093
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2006-2010",82.9,73.4872340425532,26.5127659574468,406,490
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Asian","2006-2010",76.2,72.6255319148936,27.3744680851064,6128,8042
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Latino","2006-2010",93.7,91.6744680851064,8.32553191489362,12005,12808
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Multiple","2006-2010",79.5,72.4702127659574,27.5297872340426,1297,1632
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Total","2006-2010",81.3,80.1085106382979,19.8914893617021,47464,58400
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","White","2006-2010",78.4,76.731914893617,23.268085106383,26677,34016
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","AfricanAm","2011-2015",79.2,70.1446808510638,29.8553191489362,1004,1268
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2011-2015",84.5,71.9893617021277,28.0106382978723,361,427
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Asian","2011-2015",78.2,74.3872340425532,25.6127659574468,7335,9377
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Latino","2011-2015",93.9,92.4702127659575,7.52978723404254,13568,14457
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Multiple","2011-2015",82.5,76.1851063829787,23.8148936170213,1564,1895
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","Total","2011-2015",82.4,80.9702127659574,19.0297872340426,50079,60812
"Sutter",6101,"Northern Central Valley","Percent of adults with less than college education","none","White","2011-2015",78.5,76.5936170212766,23.4063829787234,25931,33038
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2000",93.9,NA,NA,613,653
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","Asian","2000",51.6,NA,NA,98,190
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","Latino","2000",97.6,NA,NA,3791,3885
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","Multiple","2000",96.2,NA,NA,775,806
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","Total","2000",88.7,NA,NA,32168,36261
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","White","2000",87.5,NA,NA,26739,30552
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2006-2010",91.8,85.8425531914894,14.1574468085106,529,576
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","Asian","2006-2010",66.7,49.4234042553192,50.5765957446808,278,417
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","Latino","2006-2010",97.3,95.8702127659574,4.12978723404255,5948,6112
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","Multiple","2006-2010",92.4,86.0851063829787,13.9148936170213,887,960
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","Total","2006-2010",87.4,86.0893617021277,13.9106382978723,36005,41177
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","White","2006-2010",85.6,84.0510638297872,15.9489361702128,28060,32769
"Tehama",6103,"Northern Central Valley","Percent of adults with less than college education","none","AIAN","2011-2015",71.5,54.8191489361702,45.1808510638298,616,862
